id_respiratoire,annee,patho_niv1,patho_niv2,patho_niv3,top,region,dept,ntop,npop,prevalence,libelle_classe_age,libelle_sexe
744,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,6,976,40,2650,1.36,de 30 a  34 ans,hommes
745,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,78,1030,43210,2.393,de 30 a  34 ans,hommes
746,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,92,1040,58560,1.779,de 30 a  34 ans,hommes
747,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,93,1140,56310,2.015,de 30 a  34 ans,hommes
748,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,95,920,40970,2.241,de 30 a  34 ans,hommes
749,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,37,420,16730,2.522,de 30 a  34 ans,hommes
750,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,58,110,4220,2.489,de 30 a  34 ans,hommes
751,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,999,1750,71490,2.448,de 30 a  34 ans,hommes
752,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,61,190,6180,3.139,de 30 a  34 ans,hommes
753,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,76,1250,35840,3.496,de 30 a  34 ans,hommes
754,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,2,490,14180,3.421,de 30 a  34 ans,hommes
755,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,62,1290,42800,3.007,de 30 a  34 ans,hommes
756,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,44,1280,45120,2.837,de 30 a  34 ans,hommes
757,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,999,2940,105010,2.798,de 30 a  34 ans,hommes
758,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,29,870,23420,3.706,de 30 a  34 ans,hommes
759,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,35,880,32490,2.696,de 30 a  34 ans,hommes
760,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,19,140,5400,2.574,de 30 a  34 ans,hommes
761,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,33,1500,51140,2.931,de 30 a  34 ans,hommes
762,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,86,330,11050,2.968,de 30 a  34 ans,hommes
763,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,12,130,6520,1.993,de 30 a  34 ans,hommes
764,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,31,1170,47540,2.465,de 30 a  34 ans,hommes
765,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,38,830,37500,2.216,de 30 a  34 ans,hommes
766,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,42,520,19980,2.578,de 30 a  34 ans,hommes
767,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,7,180,7930,2.22,de 30 a  34 ans,hommes
768,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,999,5170,235270,2.197,de 30 a  34 ans,hommes
769,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,1,971,440,10780,4.12,de 30 a  34 ans,femmes
770,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,1,999,440,10780,4.12,de 30 a  34 ans,femmes
771,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,2,999,340,10500,3.229,de 30 a  34 ans,femmes
772,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,3,999,120,7490,1.563,de 30 a  34 ans,femmes
773,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,6,999,80,4960,1.572,de 30 a  34 ans,femmes
774,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,95,1250,47680,2.63,de 30 a  34 ans,femmes
775,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,18,240,7970,3.025,de 30 a  34 ans,femmes
776,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,37,650,18650,3.485,de 30 a  34 ans,femmes
777,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,41,300,8630,3.431,de 30 a  34 ans,femmes
778,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,39,150,7000,2.099,de 30 a  34 ans,femmes
779,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,70,190,6020,3.091,de 30 a  34 ans,femmes
780,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,999,2240,77340,2.896,de 30 a  34 ans,femmes
781,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,14,690,20110,3.421,de 30 a  34 ans,femmes
782,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,50,490,13030,3.739,de 30 a  34 ans,femmes
783,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,76,1540,38990,3.937,de 30 a  34 ans,femmes
784,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,2,680,15350,4.41,de 30 a  34 ans,femmes
785,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,59,2870,86070,3.333,de 30 a  34 ans,femmes
786,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,62,1510,43860,3.44,de 30 a  34 ans,femmes
787,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,999,6470,188920,3.425,de 30 a  34 ans,femmes
788,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,51,590,17370,3.367,de 30 a  34 ans,femmes
789,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,68,580,22960,2.53,de 30 a  34 ans,femmes
790,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,49,700,23860,2.929,de 30 a  34 ans,femmes
791,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,72,510,15470,3.265,de 30 a  34 ans,femmes
792,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,22,530,15070,3.49,de 30 a  34 ans,femmes
793,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,29,940,24830,3.774,de 30 a  34 ans,femmes
794,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,16,290,9110,3.195,de 30 a  34 ans,femmes
795,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,17,580,17240,3.34,de 30 a  34 ans,femmes
796,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,33,1930,56080,3.438,de 30 a  34 ans,femmes
797,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,40,400,11520,3.464,de 30 a  34 ans,femmes
798,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,999,5900,171970,3.433,de 30 a  34 ans,femmes
799,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,34,1120,38740,2.894,de 30 a  34 ans,femmes
800,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,81,290,10240,2.871,de 30 a  34 ans,femmes
801,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,38,1010,40650,2.482,de 30 a  34 ans,femmes
802,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,7,200,8790,2.309,de 30 a  34 ans,femmes
803,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,74,590,29500,1.993,de 30 a  34 ans,femmes
804,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,999,6260,257170,2.435,de 30 a  34 ans,femmes
805,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,13,2150,70530,3.046,de 30 a  34 ans,femmes
806,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,6,870,35520,2.446,de 30 a  34 ans,femmes
807,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,84,460,17800,2.606,de 30 a  34 ans,femmes
808,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,999,4600,164410,2.797,de 30 a  34 ans,femmes
809,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,94,,170,4700,3.533,de 30 a  34 ans,femmes
810,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,94,,160,4880,3.216,de 30 a  34 ans,femmes
811,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,2,972,460,17680,2.62,de 30 a  34 ans,tous sexes
812,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,4,999,2560,57660,4.431,de 30 a  34 ans,tous sexes
813,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,91,2150,88290,2.431,de 30 a  34 ans,tous sexes
814,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,93,2920,121100,2.408,de 30 a  34 ans,tous sexes
815,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,94,2330,100890,2.307,de 30 a  34 ans,tous sexes
816,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,18,450,15040,2.973,de 30 a  34 ans,tous sexes
817,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,45,1100,39330,2.792,de 30 a  34 ans,tous sexes
818,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,999,4260,139140,3.061,de 30 a  34 ans,tous sexes
819,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,21,740,30720,2.399,de 30 a  34 ans,tous sexes
820,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,25,810,32160,2.503,de 30 a  34 ans,tous sexes
821,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,14,1280,38620,3.311,de 30 a  34 ans,tous sexes
822,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,27,1150,33910,3.377,de 30 a  34 ans,tous sexes
823,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,50,880,25450,3.438,de 30 a  34 ans,tous sexes
824,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,76,2790,74840,3.726,de 30 a  34 ans,tous sexes
825,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,2,1160,29530,3.935,de 30 a  34 ans,tous sexes
826,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,60,1510,50670,2.972,de 30 a  34 ans,tous sexes
827,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,62,2800,86660,3.226,de 30 a  34 ans,tous sexes
828,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,10,440,16510,2.64,de 30 a  34 ans,tous sexes
829,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,51,1080,33610,3.205,de 30 a  34 ans,tous sexes
830,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,54,1210,40700,2.971,de 30 a  34 ans,tous sexes
831,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,67,1700,72680,2.34,de 30 a  34 ans,tous sexes
832,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,999,8560,311270,2.75,de 30 a  34 ans,tous sexes
833,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,85,1160,34700,3.354,de 30 a  34 ans,tous sexes
834,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,29,1810,48250,3.741,de 30 a  34 ans,tous sexes
835,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,35,1850,66730,2.774,de 30 a  34 ans,tous sexes
836,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,56,1280,38320,3.333,de 30 a  34 ans,tous sexes
837,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,999,5930,182300,3.255,de 30 a  34 ans,tous sexes
838,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,16,550,17790,3.115,de 30 a  34 ans,tous sexes
839,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,33,3430,107230,3.196,de 30 a  34 ans,tous sexes
840,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,47,560,16530,3.364,de 30 a  34 ans,tous sexes
841,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,86,750,23050,3.233,de 30 a  34 ans,tous sexes
842,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,999,10680,329250,3.244,de 30 a  34 ans,tous sexes
843,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,32,300,8760,3.425,de 30 a  34 ans,tous sexes
844,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,46,150,7620,1.969,de 30 a  34 ans,tous sexes
845,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,1,870,37530,2.313,de 30 a  34 ans,tous sexes
846,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,15,170,6390,2.707,de 30 a  34 ans,tous sexes
847,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,63,900,37450,2.411,de 30 a  34 ans,tous sexes
848,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,4,210,8320,2.535,de 30 a  34 ans,tous sexes
849,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,6,1500,67320,2.23,de 30 a  34 ans,tous sexes
850,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,83,1610,61680,2.602,de 30 a  34 ans,tous sexes
851,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,94,,250,9440,2.648,de 30 a  34 ans,tous sexes
852,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,94,999,500,18400,2.734,de 30 a  34 ans,tous sexes
853,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,99,999,111610,4080610,2.735,de 30 a  34 ans,tous sexes
854,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,1,999,180,7670,2.296,de 35 a  39 ans,hommes
855,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,2,972,140,7230,1.867,de 35 a  39 ans,hommes
856,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,3,999,60,5100,1.137,de 35 a  39 ans,hommes
857,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,75,1680,74920,2.248,de 35 a  39 ans,hommes
858,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,91,1110,40830,2.709,de 35 a  39 ans,hommes
859,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,93,1440,56560,2.553,de 35 a  39 ans,hommes
860,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,95,1210,42290,2.861,de 35 a  39 ans,hommes
861,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,18,240,7440,3.268,de 35 a  39 ans,hommes
